TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR,,,
11/02/2024,19.7,26,21.5,90,3,4.7,2,310,1,SE,,,
11/01/2024,19,28.2,22.3,80,0,6.2,3,10,1,C,,,
10/31/2024,19.1,27.8,22.5,82,0,7.1,3,310,1,C,,,
10/30/2024,19,28.8,22.3,82,0,8,4,310,1,C,,,
10/29/2024,18.7,29.2,22.9,85,6.4,4.1,3,300,1,C,,,
10/28/2024,19.9,27.4,22.2,86,0,4.8,3,110,1,C,,,
10/27/2024,19.4,26.9,23.2,83,0,8,4,360,2,S,,,
10/26/2024,18.4,28.2,22.8,67,0,8,3,300,1,C,,,
10/25/2024,19.6,28.3,23.3,78,8888,5.2,4,290,1,C,,,
10/24/2024,19.2,27.6,22.4,84,0,5.3,3,260,1,C,,,
10/23/2024,19.8,27.3,22.8,85,0,7.9,4,350,1,C,,,
10/22/2024,18.4,28.4,22.8,69,0,7.9,3,290,1,W,,,
10/21/2024,17.7,27.9,22,76,0,8,4,350,2,SE,,,
10/20/2024,18.2,27.8,22.3,70,0,7.2,3,310,1,C,,,
10/19/2024,17.6,27.4,22.1,75,8888,8,4,310,1,C,,,
10/18/2024,18,27.8,22.3,70,0,8,5,310,1,C,,,
10/17/2024,17.3,27,21.8,66,0,8,4,290,1,C,,,
10/16/2024,19.8,27.7,22.7,74,0,5.2,4,210,1,C,,,
10/15/2024,20,27.4,22.7,84,8888,2.1,3,300,1,S,,,
10/14/2024,19.2,25.8,21.9,88,0,6,2,45,1,C,,,
10/13/2024,20,28.6,23.4,82,0,5.2,7,70,1,C,,,
10/12/2024,19.4,29.3,23.9,80,0,8,3,80,1,C,,,
10/11/2024,19.2,28.5,23.6,82,1,6.4,3,320,1,C,,,
10/10/2024,19.2,28.6,22.6,86,8888,4.9,3,330,1,C,,,
10/09/2024,18.7,27.4,22.7,81,0,6,3,320,1,C,,,
10/08/2024,19,28,23.5,75,0,8,2,260,1,C,,,
10/07/2024,19,29.2,23.4,77,0,5.1,4,160,1,C,,,
10/06/2024,18.6,29,22.9,84,16.8,2.4,3,110,1,C,,,
10/05/2024,18.9,26.6,21,92,34.5,3.8,2,300,0,C,,,
10/04/2024,19,26.6,21.5,89,8888,2,3,340,1,C,,,
10/03/2024,19.3,26,22,91,0.5,5.5,2,340,0,C,,,
10/02/2024,20,28.2,23.2,81,0,7.3,2,290,1,C,,,
10/01/2024,19,29.1,22.9,83,0,8,3,320,1,C,,,
09/30/2024,18.6,29.2,23.3,78,50.8,6.2,3,140,1,C,,,
09/29/2024,19.2,29.4,22.9,83,0,4.9,4,50,1,C,,,
09/28/2024,19.4,27.2,22.7,91,3.4,3.4,3,45,0,C,,,
09/27/2024,18,25.5,21.4,90,22.5,3.2,3,310,0,C,,,
09/26/2024,18.8,26.4,21.6,87,23.7,3.7,2,330,0,C,,,
09/25/2024,19,27,21.6,86,13.2,0.9,3,280,1,C,,,
09/24/2024,20,25.8,21.5,90,16.6,1.2,1,130,0,C,,,
09/23/2024,20,27,23.3,86,8888,6.8,2,270,0,C,,,
09/22/2024,18.8,28.2,23.2,77,0,7.5,4,290,1,C,,,
09/21/2024,17.6,27.8,22.3,80,8888,8,3,280,1,C,,,
09/20/2024,17.8,27.6,21.7,80,0,8,2,310,1,C,,,
09/19/2024,16.7,27.3,21.6,71,0,8,2,300,1,C,,,
09/18/2024,15.5,26.6,20.7,75,1.2,7.6,3,220,1,C,,,
09/17/2024,17.2,27,21.5,75,0,7,2,330,1,C,,,
09/16/2024,17.2,27.6,21.4,79,19.7,6.9,3,310,1,C,,,
09/15/2024,16.7,26.6,21.5,72,0.2,5,2,310,0,C,,,
09/14/2024,16,26.8,21.3,77,3.2,4.9,2,290,1,C,,,
09/13/2024,18.6,26.6,22,86,7.6,4.6,2,60,0,C,,,
09/12/2024,19.2,26.8,21.9,86,0,1.7,3,330,0,C,,,
09/11/2024,18.6,27,22.5,80,65.2,0.4,3,320,0,C,,,
09/10/2024,18.2,23.6,20.6,94,39,2.5,2,290,0,C,,,
09/09/2024,18.7,26,21.3,89,0.4,5.7,4,270,0,C,,,
09/08/2024,19,28.4,22.4,85,0,8,3,220,0,C,,,
09/07/2024,18.6,28.9,22.7,76,0,6.2,2,140,1,C,,,
09/06/2024,18.4,27.6,22.4,83,0.5,3,2,200,1,C,,,
09/05/2024,18.2,25.7,21.4,87,0,7,3,230,0,C,,,
09/04/2024,18.4,27.8,22.1,80,0,7.9,4,230,1,C,,,
09/03/2024,19,27.6,22.7,79,8888,5.4,3,40,1,C,,,
09/02/2024,18.2,28.2,22.4,84,0,5.7,3,240,1,C,,,
09/01/2024,18.2,26.9,22.2,80,0,5.8,2,270,0,C,,,
08/31/2024,18,26.8,21.8,80,0,6.3,3,340,1,C,,,
08/30/2024,18.6,26.7,22,77,0,4.2,3,300,1,C,,,
08/29/2024,19.2,25.6,21.8,79,0,5.7,4,340,1,C,,,
08/28/2024,17.8,27,22.2,67,2,8,3,290,1,C,,,
08/27/2024,18.1,26.4,21.9,79,0,7,3,290,1,C,,,
08/26/2024,17,27,21.9,80,0,7.5,4,340,1,C,,,
08/25/2024,17.2,26.8,21.3,74,0,8,4,340,1,C,,,
08/24/2024,17.4,26.8,21.8,75,0,4.3,3,290,1,C,,,
08/23/2024,17.6,25.8,21.8,85,8888,6.3,4,330,1,C,,,
08/22/2024,18.1,26.3,22,81,0,7.3,3,320,1,C,,,
08/21/2024,18.4,27.6,22.3,76,0,8,3,260,1,C,,,
08/20/2024,18,27.6,22.7,68,0,8,3,340,1,C,,,
08/19/2024,18.3,28.2,22.1,78,0,8,5,320,1,C,,,
08/18/2024,19.2,27.8,22.4,80,0,5.1,4,300,1,C,,,
08/17/2024,18.7,26.5,22.5,76,0,5.7,3,320,1,C,,,
08/16/2024,18.7,26.9,22.3,77,0,7.5,3,300,1,C,,,
08/15/2024,17.6,27,21.9,79,0,8,4,320,1,C,,,
08/14/2024,17.6,28.3,22.2,75,0,8,4,135,1,C,,,
08/13/2024,17.8,27.3,21.8,76,0,6,0,0,0,C,,,
08/12/2024,18.6,25.9,21.4,79,0,5.2,3,310,1,C,,,
08/11/2024,18.7,25.8,21.5,87,5.5,5.4,4,320,1,C,,,
08/10/2024,19,27,22.5,80,0,8,3,270,1,C,,,
08/09/2024,19,29.2,23,84,0,2.7,3,290,1,C,,,
08/08/2024,18.8,25.6,21.9,82,0,5.3,2,330,0,C,,,
08/07/2024,18.4,25.7,21.6,85,0,8,3,310,1,C,,,
08/06/2024,17.6,26.6,21.8,76,0,5.1,4,320,1,C,,,
08/05/2024,18.3,26.4,21.2,82,0,4.6,3,290,1,C,,,
08/04/2024,17.6,26.6,21.7,83,8888,3.5,3,270,1,C,,,
08/03/2024,18.8,25.4,20.6,90,8888,4.5,3,320,0,C,,,
08/02/2024,18.4,25.5,21.2,91,47.2,6.4,3,320,1,C,,,
08/01/2024,17.8,26.4,21.4,84,0,7.2,4,320,1,C,,,
07/31/2024,17.4,27.5,22,77,0,8,3,330,1,C,,,
07/30/2024,17.3,27.2,21.7,75,0,6.7,4,320,1,C,,,
07/29/2024,18.3,26.2,21.8,78,0,7.3,3,340,1,C,,,
07/28/2024,17.6,26.7,21.8,76,0,8,3,350,1,C,,,
07/27/2024,17.6,27,21.8,82,0,5.2,3,350,1,C,,,
07/26/2024,17.4,26,21,82,0,3.8,2,280,0,C,,,
07/25/2024,17.8,25.8,20.8,84,0,2,3,340,0,C,,,
07/24/2024,18,25.9,21.1,79,0,6.2,3,220,1,C,,,
07/23/2024,17.8,25.4,21.2,75,0,7.4,2,340,0,C,,,
07/22/2024,18.1,26.6,21.3,80,0,6,3,310,1,C,,,
07/21/2024,18.6,26.4,22,77,0,5.1,3,310,1,C,,,
07/20/2024,18.3,25.6,21.5,81,0,4.6,3,330,1,C,,,
07/19/2024,17.7,25.9,21.6,85,0,4,3,320,1,C,,,
07/18/2024,19,25.1,21.6,86,0,6.1,3,290,1,C,,,
07/17/2024,17.6,27,21.2,82,0,6.8,4,320,1,C,,,
07/16/2024,16.4,26.3,21.1,78,0,8,2,330,1,C,,,
07/15/2024,16.2,26.2,19.9,79,0,5.5,3,320,1,C,,,
07/14/2024,16.2,25.4,19.9,78,0,8,3,330,1,C,,,
07/13/2024,16.3,25.6,20.8,70,0,6.2,2,230,0,C,,,
07/12/2024,17.5,25.9,22,74,0,8,4,300,1,C,,,
07/11/2024,18.4,26.4,21.9,84,0,4.3,3,310,1,C,,,
07/10/2024,18.7,25.4,21.4,83,0,4.3,3,310,1,C,,,
07/09/2024,19.2,25.8,22,92,13.8,3,5,330,1,C,,,
07/08/2024,-,25.4,-,-,-,-,3,310,0,C,,,
07/07/2024,18.7,26.2,21.8,84,24,1.1,3,270,0,C ,,,
07/06/2024,20.2,25.2,20.5,90,1,5,3,260,0,C ,,,
07/05/2024,19.8,26.6,22.6,80,0.9,1.8,4,130,1,C ,,,
07/04/2024,18.8,26,21.8,88,4.9,4.3,2,300,0,C ,,,
07/03/2024,19,26.5,21.5,89,1,4.1,4,340,1,C ,,,
07/02/2024,18.6,25.4,21.4,91,14.3,2,3,320,0,C ,,,
07/01/2024,19,25.2,21.5,90,-,2.1,4,270,1,C ,,,
06/30/2024,18.5,24.9,22,88,65.3,0.3,2,260,0,C ,,,
06/29/2024,19.6,24,20.7,94,3,4,2,270,0,C ,,,
06/28/2024,19.4,25.4,22.2,88,1.6,6.6,2,320,0,C ,,,
06/27/2024,19.1,28.2,22.8,81,0,8.6,3,310,1,C ,,,
06/26/2024,18.4,28,22.9,75,12.4,0,4,340,1,C ,,,
06/25/2024,18.8,25.3,20.8,92,3.5,3,3,310,1,C ,,,
06/24/2024,18.9,28.1,22.7,85,0,9,3,310,1,C ,,,
06/23/2024,16.8,28.4,22.8,73,0,7.5,2,90,0,C ,,,
06/22/2024,18,26.5,21.5,78,8888,7.3,4,330,1,C ,,,
06/21/2024,18,27.4,22.8,78,0,7.6,4,300,1,C ,,,
06/20/2024,17.9,27.2,21.9,79,0,5,3,280,1,C ,,,
06/19/2024,18.7,27.2,22,84,8888,1.8,3,320,1,C ,,,
06/18/2024,19.2,25.2,21.9,89,0,6.2,3,310,0,C ,,,
06/17/2024,19.1,27.2,22.3,84,0.4,0.4,4,310,1,C ,,,
06/16/2024,20.3,25.6,22.2,91,0,5.3,2,280,0,C ,,,
06/15/2024,19.6,27.4,23,86,15.2,7,3,310,1,C ,,,
06/14/2024,19.7,27.2,22.1,87,0,5.3,3,340,0,C ,,,
06/13/2024,19.2,26.2,22.5,86,1.8,2.1,3,310,0,C ,,,
06/12/2024,19.1,26.7,22,88,7.5,3.6,3,20,1,C ,,,
06/11/2024,19.6,26.6,22.1,91,1.8,7.1,4,350,1,C ,,,
06/10/2024,18.8,27.7,23.1,86,7.3,3.3,3,340,1,C ,,,
06/09/2024,19,26.3,21.5,89,8888,7.3,2,320,0,C ,,,
06/08/2024,18.2,27.2,23,79,8888,7.6,3,290,1,C ,,,
06/07/2024,18.8,28,22.3,77,0,8,4,330,1,C ,,,
06/06/2024,17.4,27.8,22.6,82,0,6.9,3,280,1,C ,,,
06/05/2024,19.5,28,22.2,81,10,1.9,3,310,1,C ,,,
06/04/2024,19.8,26.7,22.5,90,26,0,2,300,1,C ,,,
06/03/2024,20.4,23.9,21.5,96,6.2,2.2,2,300,0,C ,,,
06/02/2024,20.1,26,22.3,90,1.4,2.3,3,10,0,C ,,,
06/01/2024,19.5,26.5,22.4,88,-,7.3,3,330,1,C ,,,
05/31/2024,19.6,27.6,23.1,84,0,7.4,4,310,1,C ,,,
05/30/2024,19.4,28.2,23,82,0,6.3,4,310,0,C ,,,
05/29/2024,19.2,27.1,23,83,4.5,7.8,3,300,1,C ,,,
05/28/2024,19.2,27.8,23.1,84,-,6.1,4,330,1,C ,,,
05/27/2024,19.6,27.9,23,84,9,2,4,290,1,C ,,,
05/26/2024,20.3,26,22.6,90,0.5,0,2,280,0,C ,,,
05/25/2024,20,24.4,21.8,93,107.2,0,3,330,0,C ,,,
05/24/2024,20.1,24.8,21.9,94,2.3,2,2,350,0,C ,,,
05/23/2024,20.2,26,22.3,91,0.5,4.3,3,340,1,C ,,,
05/22/2024,20.4,26.5,23,88,-,3.3,4,330,1,C ,,,
05/21/2024,20,27.2,23.5,86,0.6,2.8,3,350,1,C ,,,
05/20/2024,20.6,27,23.1,86,0,4.3,4,20,1,C ,,,
05/19/2024,20,26.8,23,87,-,3.5,3,340,0,C ,,,
05/18/2024,19.4,26.3,22.7,87,1.9,3.5,2,340,0,C ,,,
05/17/2024,20,26.2,22,90,4.6,3.5,4,320,0,C ,,,
05/16/2024,20,26.2,23,89,-,8.4,3,90,0,C ,,,
05/15/2024,18.8,28,23.7,79,0,1.3,4,320,1,C ,,,
05/14/2024,20.4,25.6,22,89,-,5.7,3,40,1,C ,,,
05/13/2024,20.3,27,23.3,88,-,3.5,3,350,0,C ,,,
05/12/2024,19.8,27,23.3,86,2,2.2,3,320,1,C ,,,
05/11/2024,20.6,27.3,23,85,1.8,6.3,2,260,0,C ,,,
05/10/2024,20,27.8,23.5,87,0,7,5,320,0,C ,,,
05/09/2024,19.4,26.6,23.1,83,0.1,7.1,3,350,1,C ,,,
05/08/2024,19.8,27.7,22.8,83,0,6.1,5,340,1,C ,,,
05/07/2024,19.7,27.3,23.4,82,1.3,8.6,3,310,1,C ,,,
05/06/2024,18.6,27.8,23.2,80,0.3,2.5,3,280,1,C ,,,
05/05/2024,19.8,26.8,22.5,84,8.5,4.3,3,320,0,C ,,,
05/04/2024,20.6,27.7,22,87,8888,6,3,280,1,C ,,,
05/03/2024,20.4,27.6,23.4,88,-,4,3,320,1,C ,,,
05/02/2024,21,26.8,23.6,91,34.1,0.2,3,320,1,C ,,,
05/01/2024,21.4,25.8,23.1,94,4.8,4,3,30,1,C ,,,
04/30/2024,20.1,28.8,23.6,90,0,7.4,2,280,0,C ,,,
04/29/2024,20.7,28.7,23.9,86,0,3.8,2,310,0,C ,,,
04/28/2024,20.4,26.2,23.3,88,6.4,7.3,3,230,0,C ,,,
04/27/2024,19.7,29,23.4,86,6.5,3.1,3,350,1,C ,,,
04/26/2024,19.5,27.4,22.4,90,55,0.1,2,350,0,C ,,,
04/25/2024,21,26.3,22.1,92,20,0.1,3,330,0,C ,,,
04/24/2024,19.6,25.6,23.2,92,1.6,4,3,320,1,C ,,,
04/23/2024,20.1,27.1,22.6,90,6.3,4.5,5,320,0,C ,,,
04/22/2024,19.8,26.5,23.1,88,1.5,0.2,4,270,0,C ,,,
04/21/2024,21,25.8,22.3,92,0,4.5,2,330,0,C ,,,
04/20/2024,19.5,28.9,23.9,82,21.6,3,2,350,1,C ,,,
04/19/2024,19.2,25.2,22,92,22.8,5.3,3,320,0,C ,,,
04/18/2024,19.9,27.4,22.2,89,1.2,7.7,4,350,0,C ,,,
04/17/2024,19.8,28.4,23.1,87,-,1,3,300,0,C ,,,
04/16/2024,20.1,27.2,23.8,85,0,4,4,320,0,C ,,,
04/15/2024,20.3,27.4,23.5,88,47.4,3.5,2,230,0,C ,,,
04/14/2024,20.8,26.8,21.9,93,0.2,6.3,3,260,0,C ,,,
04/13/2024,19.6,27.2,23.7,86,34.2,1.7,4,100,1,C ,,,
04/12/2024,19.8,24.8,21.5,94,14.4,3,2,320,0,C ,,,
04/11/2024,19.8,26.7,22.8,90,4.8,4,3,290,1,C ,,,
04/10/2024,20.1,26.8,22.6,86,0.4,1.3,2,320,0,C ,,,
04/09/2024,19.4,26.8,23,83,-,6,3,340,0,C ,,,
04/08/2024,19.2,27.9,23.2,80,-,7.7,3,330,0,C ,,,
04/07/2024,19,28.3,23.4,76,23.7,0.2,4,310,1,C ,,,
04/06/2024,19,25.2,21.8,92,57.8,0.6,2,290,0,C ,,,
04/05/2024,20.1,26.3,22.3,91,35,3,3,330,1,C ,,,
04/04/2024,20.4,25.5,22.1,93,0.6,2,3,320,0,C ,,,
04/03/2024,21.2,25.9,22.3,94,4.3,2.5,2,290,0,C ,,,
04/02/2024,19.6,25.7,23,92,16.4,3.2,4,310,1,C ,,,
04/01/2024,20.2,26.8,22,91,1,4.5,4,320,1,C ,,,
03/31/2024,20,27.5,23,88,1,4.3,3,340,1,C ,,,
03/30/2024,19.4,26.6,23,90,20.9,2.4,3,270,0,C ,,,
03/29/2024,19.2,26.3,21.8,91,3.3,3.4,3,290,1,C ,,,
03/28/2024,19,26.3,21.9,89,25.1,0,3,290,0,C ,,,
03/27/2024,20.2,24.2,21.1,94,28.1,3.8,3,300,0,C ,,,
03/26/2024,19.4,26.7,22.3,89,3.5,2.3,2,310,0,C ,,,
03/25/2024,20.6,26,22.2,91,3,2.7,3,310,1,C ,,,
03/24/2024,20.1,27.6,22.6,91,8888,3.9,3,290,1,C ,,,
03/23/2024,19.6,27.5,23.2,87,0,1.2,3,280,1,C ,,,
03/22/2024,19.7,25.2,21.8,88,0.2,7.2,3,320,1,C ,,,
03/21/2024,18.1,27.1,22.5,82,-,9,3,330,1,C ,,,
03/20/2024,18,28.5,22.6,63,-,9.2,4,290,1,C ,,,
03/19/2024,19.3,28.6,22.5,68,1.4,2.5,4,310,1,C ,,,
03/18/2024,19.6,26.6,21.9,85,35.1,0,5,270,1,C ,,,
03/17/2024,19.5,22.4,20.4,94,37.8,0,4,270,1,C ,,,
03/16/2024,19.3,23.3,20.6,94,10,0,3,270,0,C ,,,
03/15/2024,18.7,21.8,20.5,94,46.2,0,2,250,0,C ,,,
03/14/2024,-,-,-,96,77.8,0,3,210,1,NW,,,
03/13/2024,20,21.4,20.7,99,14.5,0,4,260,1,C ,,,
03/12/2024,19.6,23,21,90,16.3,0,8,280,2,C ,,,
03/11/2024,20.8,23.7,20.8,98,0.8,0.5,5,280,2,W ,,,
03/10/2024,19.2,24.2,22.2,88,11,0,3,330,0,C ,,,
03/09/2024,20,22.4,20.2,93,64,1.6,3,320,0,C ,,,
03/08/2024,20.4,26.6,22.3,89,13.3,2.3,5,300,1,NW,,,
03/07/2024,19.3,26.4,22.7,89,8.5,3.4,2,330,0,C ,,,
03/06/2024,20,26.5,22.6,89,2,1.3,3,260,0,C ,,,
03/05/2024,19.7,25.6,22.5,91,1.5,3.3,4,200,1,C ,,,
03/04/2024,19.2,26.8,22.8,86,5.2,0.7,5,260,0,C ,,,
03/03/2024,19.6,26.1,21.4,92,22.7,2.5,4,20,0,C ,,,
03/02/2024,19.7,26.1,21.6,93,49.8,2,3,340,0,C ,,,
03/01/2024,19.8,25.8,21.5,91,25.3,0,2,220,0,C ,,,
02/29/2024,20,21,20.4,97,9.8,0,3,340,0,C ,,,
02/28/2024,20.2,22.9,20.8,96,45.6,3,2,280,0,C ,,,
02/27/2024,20,25.4,21.7,92,0,2.1,4,360,1,C ,,,
02/26/2024,20.2,24.2,21.7,90,4,0.4,3,330,1,C ,,,
02/25/2024,20.8,27.4,21.7,91,7.5,5.1,4,350,1,C ,,,
02/24/2024,20.2,27.7,23.2,85,0,8.2,3,320,0,C ,,,
02/23/2024,19.4,28.5,24,80,2.8,6.2,4,310,1,C ,,,
02/22/2024,19.3,27.7,23.1,86,11.9,0,5,320,1,C ,,,
02/21/2024,20.6,25.2,21.7,90,39.6,1.8,2,170,0,C ,,,
02/20/2024,19.2,25.9,22.7,90,13.2,2,4,330,1,C ,,,
02/19/2024,19.1,26.9,22.3,90,37.5,2.2,4,340,1,C ,,,
02/18/2024,19.2,26.4,21.1,92,12.7,1.7,3,320,0,C ,,,
02/17/2024,19.8,24.5,21.2,95,30.2,1.5,3,340,0,C ,,,
02/16/2024,20.2,24.8,21.3,95,43.3,1,3,340,0,C ,,,
02/15/2024,20.4,24.3,21.8,94,10,0,2,300,0,C ,,,
02/14/2024,20,24.6,21.8,94,46.5,2.5,2,350,0,C ,,,
02/13/2024,19.6,25.7,22.2,90,3.3,2.5,3,300,1,C ,,,
02/12/2024,18.9,25,21.5,91,0.4,0.6,3,340,1,C ,,,
02/11/2024,18.6,25,21.2,91,8.2,0,3,300,0,C ,,,
02/10/2024,19.8,24.6,20.8,94,58.2,3.3,3,320,0,C ,,,
02/09/2024,18.7,26.5,22.4,89,0,2.2,4,330,1,C ,,,
02/08/2024,18.2,25.5,22.4,84,8888,3.5,3,330,0,C ,,,
02/07/2024,18,25.6,21.1,86,1.7,0,3,190,1,C ,,,
02/06/2024,19.3,22.8,20.1,90,26.9,3.6,5,240,0,C ,,,
02/05/2024,19.7,26,21.5,90,18.2,0,3,320,0,C ,,,
02/04/2024,19.1,24,21.3,93,31.2,1,3,300,1,C ,,,
02/03/2024,19.3,23.8,20.6,95,7,5,2,330,0,C ,,,
02/02/2024,18.8,27.7,22.8,87,22.8,1.2,5,300,1,C ,,,
02/01/2024,18.5,26.2,21.1,93,55,0,4,310,1,C ,,,
01/31/2024,19.8,23.9,20.3,94,26.4,0,3,320,0,C ,,,
01/30/2024,20.4,21.5,20.6,97,2.1,0,3,300,0,C ,,,
01/29/2024,19.9,23,21.2,94,14.7,0,3,320,0,C ,,,
01/28/2024,20.4,22.8,20.9,96,5.3,0.3,3,20,0,C ,,,
01/27/2024,19.6,23.2,21.5,93,58,3.4,2,320,0,C ,,,
01/26/2024,19.2,25.5,22,89,0,8.7,4,340,1,C ,,,
01/25/2024,18.8,28.5,23.4,78,1,2.2,3,240,1,C ,,,
01/24/2024,18.9,26.6,21.9,84,5,1,4,290,1,C ,,,
01/23/2024,20,25.8,21.2,87,35,2.8,3,180,1,C ,,,
01/22/2024,19.6,27,22.2,79,16.4,4.2,4,180,2,S ,,,
01/21/2024,20.3,26.2,22.2,87,0,7.5,3,160,1,C ,,,
01/20/2024,20.1,26.2,22.7,70,12.1,0,3,250,1,C ,,,
01/19/2024,20.1,24.8,20.9,88,26.2,1.8,4,250,2,W ,,,
01/18/2024,19.3,27.1,22.7,82,13.1,0.6,3,280,1,C ,,,
01/17/2024,19.7,26,21.7,88,0.1,4.7,4,320,1,C ,,,
01/16/2024,18.8,27.4,22.7,84,0,4.4,5,340,1,C ,,,
01/15/2024,19.3,27,22.3,83,16,2.8,4,280,1,C ,,,
01/14/2024,17.8,26.2,21.8,88,12,3.6,3,290,0,C ,,,
01/13/2024,18.2,27.6,22.2,86,0,0.6,3,360,0,C ,,,
01/12/2024,18.8,25.8,21.6,89,25.8,0,4,300,0,C ,,,
01/11/2024,19.2,24,20.7,94,2.4,1.7,2,310,0,C ,,,
01/10/2024,19.6,24.6,21.8,91,3,3,2,340,0,C ,,,
01/09/2024,19.4,28.2,22.3,89,48.2,2.5,3,310,0,C ,,,
01/08/2024,18.6,25.5,21.2,89,35.8,0,4,330,1,C ,,,
01/07/2024,18.8,24.7,20.8,93,48.5,2.8,2,340,0,C ,,,
01/06/2024,19.1,25.8,21.4,91,12.3,0.2,4,190,0,C ,,,
01/05/2024,18.8,24.6,21.7,89,64,0.3,3,320,1,C ,,,
01/04/2024,19.6,25.5,20.9,93,0,0.5,2,340,0,C ,,,
01/03/2024,20,27.4,21.9,91,18.4,1.2,3,280,0,C ,,,
01/02/2024,20,27.3,23,91,27.2,0,2,340,0,C ,,,
01/01/2024,19.6,25.8,22.2,92,23.5,1.2,2,330,0,C ,,,
